filename,hypothesis,overall-score,decoder-score,lm-score,ctc-score
bibin_Stress_L4_001.wav,ITS HORRID,-23.389673233032227,-7.790318489074707,-12.978728294372559,-16.525739669799805
bibin_Stress_L4_004.wav,I WAS HERE,-18.349761962890625,-0.9038422107696533,-16.538105010986328,-3.9298861026763916
bibin_Stress_L4_005.wav,SHE SAW,-19.026622772216797,-3.789234161376953,-14.126175880432129,-7.493279933929443
bibin_Stress_L4_006.wav,SHE IS AT HOME,-19.75498390197754,-4.973845481872559,-16.131208419799805,-0.4736051857471466
bibin_Stress_L4_009.wav,RINSE,-23.402374267578125,-3.7747113704681396,-19.377328872680664,-4.609153747558594
jeeva_Stress_L1_003.wav,SEDLEY,-21.77223777770996,-4.049476623535156,-16.308879852294922,-8.762412071228027
jeeva_Stress_L1_008.wav,BEFORE,-14.901176452636719,-0.15534749627113342,-14.765361785888672,-0.090238057076931
jeeva_Stress_L1_012.wav,MAGNIFICENTLY,-16.247774124145508,-0.3370567560195923,-15.76611614227295,-0.819063663482666
jeeva_Stress_L2_001.wav,RIGHT,-17.932910919189453,-5.780462741851807,-13.371468544006348,-1.7170662879943848
jeeva_Stress_L2_003.wav,NOT ME,-13.572139739990234,-0.24274250864982605,-13.394761085510254,-0.024865318089723587
jeeva_Stress_L2_005.wav,GOOD BY,-15.814926147460938,-2.9864120483398438,-13.510296821594238,-0.7138028144836426
jeeva_Stress_L2_006.wav,GOOD MORNING,-15.073396682739258,-0.19563406705856323,-14.91603946685791,-0.06804531067609787
jeeva_Stress_L2_007.wav,GANEM,-30.357372283935547,-10.550161361694336,-16.40934944152832,-21.876365661621094
jeeva_Stress_L2_008.wav,GONE BACK,-16.5832462310791,-0.18131235241889954,-16.453733444213867,-0.008649357594549656
jeeva_Stress_L2_009.wav,TEN MEN,-18.328231811523438,-0.24952882528305054,-18.146175384521484,-0.0246193278580904
jeeva_Stress_L3_001.wav,BLACK AND WHITE,-14.86669635772705,-0.3083494305610657,-14.640250205993652,-0.03534175455570221
jeeva_Stress_L4_001.wav,ITS COLD,-15.772666931152344,-1.8665857315063477,-13.758430480957031,-2.3587536811828613
jeeva_Stress_L4_004.wav,I WILL SEE,-19.704666137695312,-2.588625431060791,-15.565607070922852,-7.756744861602783
jeeva_Stress_L4_005.wav,HES HOME,-17.21646499633789,-1.2426689863204956,-15.319428443908691,-3.4238908290863037
jeeva_Stress_L4_006.wav,HES AT HOME,-17.012821197509766,-1.1096056699752808,-15.855091094970703,-1.2700185775756836
jeeva_Stress_L4_009.wav,AND SHE,-17.568492889404297,-3.871323347091675,-12.915571212768555,-6.476650238037109
kiru_Stress_L1_003.wav,SEDLEY,-23.903331756591797,-5.651242733001709,-16.308879852294922,-12.128608703613281
kiru_Stress_L1_008.wav,BEFORE,-14.944089889526367,-0.17196783423423767,-14.765361785888672,-0.19450220465660095
kiru_Stress_L1_012.wav,MAGNIFICENTLY,-15.943461418151855,-0.2464335858821869,-15.76611614227295,-0.016139863058924675
kiru_Stress_L2_001.wav,RIGHT PLACE,-20.57502555847168,-0.26943713426589966,-20.325010299682617,-0.20469172298908234
kiru_Stress_L2_003.wav,NOT ME,-13.603911399841309,-0.25428465008735657,-13.394761085510254,-0.10383564978837967
kiru_Stress_L2_005.wav,GOOD BYE,-17.817060470581055,-2.3646326065063477,-16.04354476928711,-0.39424270391464233
kiru_Stress_L2_006.wav,GOOD MORNING,-15.519552230834961,-0.6511778831481934,-14.91603946685791,-0.4922950565814972
kiru_Stress_L2_007.wav,GONE PAST,-20.134037017822266,-0.2949773967266083,-19.85293960571289,-0.24871833622455597
kiru_Stress_L2_008.wav,GONE BACK,-16.827810287475586,-0.32823407649993896,-16.453733444213867,-0.48104608058929443
kiru_Stress_L2_009.wav,TEN MEN,-18.73133087158203,-0.8184638619422913,-18.146175384521484,-0.04076400026679039
kiru_Stress_L3_001.wav,BLACK AND WHITE,-22.87911605834961,-4.491361618041992,-14.640250205993652,-16.98304557800293
kiru_Stress_L4_001.wav,ITS COLD,-16.215383529663086,-1.6628190279006958,-13.758430480957031,-4.309928894042969
kiru_Stress_L4_004.wav,IT WAS HER,-16.547100067138672,-0.5316327214241028,-15.400859832763672,-2.580328941345215
kiru_Stress_L4_005.wav,SHE IS HOME,-17.37531280517578,-0.3598935604095459,-17.119192123413086,-0.013983217999339104
kiru_Stress_L4_006.wav,SHE IS AT HOME,-16.690011978149414,-0.5276579260826111,-16.131208419799805,-0.6314743757247925
kiru_Stress_L4_009.wav,WILL SHE,-15.316776275634766,-1.5456950664520264,-13.881138801574707,-1.1788357496261597
madhavi_Stress_L1_003.wav,STEADILY,-19.987136840820312,-3.919494867324829,-17.196002960205078,-0.15829363465309143
madhavi_Stress_L1_008.wav,BEFORE,-16.333606719970703,-1.6477737426757812,-14.765361785888672,-1.3826807737350464
madhavi_Stress_L1_012.wav,MAGNIFICENTLY,-15.937126159667969,-0.20505516231060028,-15.76611614227295,-0.09157406538724899
madhavi_Stress_L2_001.wav,A RIGHT PLACE,-20.22881317138672,-0.4152795374393463,-19.883302688598633,-0.18270917236804962
madhavi_Stress_L2_003.wav,NOT ME,-14.239156723022461,-0.6029003262519836,-13.394761085510254,-1.4078837633132935
madhavi_Stress_L2_005.wav,GOOD BYE,-18.215431213378906,-2.7947378158569336,-16.04354476928711,-0.7185693979263306
madhavi_Stress_L2_006.wav,GOOD MORNING,-15.131759643554688,-0.29593998193740845,-14.91603946685791,-0.02853955142199993
madhavi_Stress_L2_007.wav,GONE PAST,-21.51372718811035,-1.7447381019592285,-19.85293960571289,-1.4649075269699097
madhavi_Stress_L2_008.wav,GONE BACK,-17.817779541015625,-1.271905541419983,-16.453733444213867,-1.5790379047393799
madhavi_Stress_L2_009.wav,THEN MEN,-17.764564514160156,-0.3341570198535919,-17.457382202148438,-0.24423633515834808
madhavi_Stress_L3_001.wav,BLACK AND WHITE,-14.886361122131348,-0.34088876843452454,-14.640250205993652,-0.024961154907941818
madhavi_Stress_L4_001.wav,ITS CALLED,-18.44170570373535,-1.4116655588150024,-15.849838256835938,-5.345668792724609
madhavi_Stress_L4_004.wav,I WAS ILL,-20.426734924316406,-1.6524320840835571,-16.236013412475586,-10.113399505615234
madhavi_Stress_L4_005.wav,THIEVES,-24.873550415039062,-9.036530494689941,-14.114089965820312,-14.77962875366211
madhavi_Stress_L4_006.wav,HE IS AT HOME,-23.871116638183594,-7.0846405029296875,-16.125545501708984,-9.287741661071777
madhavi_Stress_L4_009.wav,N C,-24.21859359741211,-7.427252769470215,-16.37377166748047,-8.819143295288086
maheshaa_Stress_L1_003.wav,STURDILY,-19.74197769165039,-1.4221532344818115,-17.150699615478516,-5.319235324859619
maheshaa_Stress_L1_008.wav,BEFORE,-14.887040138244629,-0.16868090629577637,-14.765361785888672,-0.012005307711660862
maheshaa_Stress_L1_012.wav,MAGNIFICENTLY,-16.05864906311035,-0.30206814408302307,-15.76611614227295,-0.27028584480285645
maheshaa_Stress_L2_001.wav,RIGHT PLACE,-21.133167266845703,-0.6334237456321716,-20.325010299682617,-1.2158640623092651
maheshaa_Stress_L2_003.wav,NOT ME,-13.606141090393066,-0.2768755555152893,-13.394761085510254,-0.058554038405418396
maheshaa_Stress_L2_005.wav,GOOD BYE,-16.396596908569336,-0.35811012983322144,-16.04354476928711,-0.34124934673309326
maheshaa_Stress_L2_006.wav,GOOD MORNING,-15.085699081420898,-0.23477362096309662,-14.91603946685791,-0.01772676594555378
maheshaa_Stress_L2_007.wav,GONE PAST,-23.224159240722656,-3.4085519313812256,-19.85293960571289,-3.2841122150421143
maheshaa_Stress_L2_008.wav,GONE BACK,-16.85197639465332,-0.3678377866744995,-16.453733444213867,-0.469185471534729
maheshaa_Stress_L2_009.wav,DENMAN,-18.13836097717285,-0.5624624490737915,-16.9693546295166,-2.584275960922241
maheshaa_Stress_L3_001.wav,BLACK AND WHITE,-14.957727432250977,-0.30623069405555725,-14.640250205993652,-0.3437216281890869
maheshaa_Stress_L4_001.wav,ITS COLD,-14.869543075561523,-1.1687818765640259,-13.758430480957031,-0.9765504002571106
maheshaa_Stress_L4_004.wav,I WAS HERE,-16.822227478027344,-0.3885154128074646,-16.538105010986328,-0.04053658992052078
maheshaa_Stress_L4_005.wav,SHES FORM,-22.888858795166016,-1.0099430084228516,-21.44828224182129,-2.445389747619629
maheshaa_Stress_L4_006.wav,SHES AT HOME,-16.892175674438477,-0.8666703104972839,-16.13047218322754,-0.5167765021324158
maheshaa_Stress_L4_009.wav,WILL SHE,-14.147806167602539,-0.29967403411865234,-13.881138801574707,-0.18965104222297668
nandini_Sentence_L1_036.wav,CAN YOU HAND ME THAT BLACK BAG PLEASE,-44.10648727416992,-6.902111053466797,-35.162261962890625,-13.709144592285156
nandini_Stress_L1_003.wav,STATELY,-18.55605125427246,-1.5411807298660278,-17.15554428100586,-1.072265863418579
nandini_Stress_L1_008.wav,DEFOE,-23.80331802368164,-8.403203964233398,-16.047178268432617,-6.246319770812988
nandini_Stress_L2_001.wav,THE RIGHT PLACE,-20.400318145751953,-2.953988790512085,-17.615869522094727,-2.3888556957244873
nandini_Stress_L2_003.wav,NOT ME,-13.7132568359375,-0.33746176958084106,-13.394761085510254,-0.2742399573326111
nandini_Stress_L2_005.wav,GOOD BYE,-16.31326675415039,-0.32548823952674866,-16.04354476928711,-0.13959799706935883
nandini_Stress_L2_006.wav,GOOD MORNING,-16.435230255126953,-2.158363103866577,-14.91603946685791,-0.027790842577815056
nandini_Stress_L2_007.wav,GONE PAST,-22.595531463623047,-1.283689022064209,-19.85293960571289,-6.146701812744141
nandini_Stress_L2_008.wav,GONE BACK,-16.645584106445312,-0.1481795608997345,-16.453733444213867,-0.2937470078468323
nandini_Stress_L2_009.wav,TEN MEN,-18.608123779296875,-0.5166822671890259,-18.146175384521484,-0.3342363238334656
nandini_Stress_L3_001.wav,BLACK AND WHITE,-14.928385734558105,-0.29294535517692566,-14.640250205993652,-0.276913583278656
nandini_Stress_L4_001.wav,ITS COLD,-19.9583683013916,-4.43002986907959,-13.758430480957031,-10.329729080200195
nandini_Stress_L4_004.wav,HE WAS HERE,-16.684967041015625,-1.2902950048446655,-15.609975814819336,-0.5726138353347778
nandini_Stress_L4_005.wav,SHE IS HOME,-18.722736358642578,-1.547601580619812,-17.119192123413086,-1.73406982421875
nandini_Stress_L4_006.wav,SHE IS AT HOME,-16.92511749267578,-1.0097062587738037,-16.131208419799805,-0.2903808653354645
nandini_Stress_L4_009.wav,WILL SHE,-16.543190002441406,-2.258876323699951,-13.881138801574707,-3.6027956008911133
shiva1_Stress_L1_003.wav,AND STURDILY,-29.285640716552734,-7.10189151763916,-21.19609832763672,-10.394067764282227
shiva1_Stress_L1_008.wav,BEFORE,-14.873479843139648,-0.14735719561576843,-14.765361785888672,-0.01655837520956993
shiva1_Stress_L1_012.wav,MAGNIFICENTLY,-16.007110595703125,-0.23953357338905334,-15.76611614227295,-0.24440495669841766
shiva1_Stress_L2_001.wav,A RIGHT PLACE,-20.62656021118164,-0.7805078029632568,-19.883302688598633,-0.656338095664978
shiva1_Stress_L2_003.wav,NOT ME,-13.562276840209961,-0.22673311829566956,-13.394761085510254,-0.02934170886874199
shiva1_Stress_L2_005.wav,GOOD BY,-19.063186645507812,-6.976844787597656,-13.510296821594238,-2.2303340435028076
shiva1_Stress_L2_006.wav,GOOD MORNING,-15.783333778381348,-0.5973560810089111,-14.91603946685791,-1.497150182723999
shiva1_Stress_L2_007.wav,GONE PAST,-20.120479583740234,-0.2592078447341919,-19.85293960571289,-0.2869899272918701
shiva1_Stress_L2_008.wav,GONE BACK,-16.813068389892578,-0.36997246742248535,-16.453733444213867,-0.33451423048973083
shiva1_Stress_L2_009.wav,TIN MEN,-21.05824851989746,-0.761587381362915,-20.41183853149414,-0.3776547610759735
shiva1_Stress_L3_001.wav,BLACK AND WHITE,-14.842812538146973,-0.2833503782749176,-14.640250205993652,-0.0140586718916893
shiva1_Stress_L4_001.wav,ITS COLD,-17.404470443725586,-2.594348907470703,-13.758430480957031,-6.099987506866455
shiva1_Stress_L4_004.wav,I WAS HERE,-16.95130729675293,-0.43668022751808167,-16.538105010986328,-0.35841524600982666
shiva1_Stress_L4_005.wav,SEE YOU HOME,-23.230836868286133,-4.076025485992432,-18.818565368652344,-5.196842670440674
shiva1_Stress_L4_006.wav,SEE THE TOMB,-21.404130935668945,-1.646051049232483,-19.44974136352539,-2.6738479137420654
shiva1_Stress_L4_009.wav,WILL SHE,-15.822029113769531,-2.281864643096924,-13.881138801574707,-1.145281434059143
stephy_Stress_L1_003.wav,STURDILY,-19.87567901611328,-0.35641705989837646,-17.150699615478516,-8.251632690429688
stephy_Stress_L1_008.wav,BEFORE,-15.035093307495117,-0.2678995132446289,-14.765361785888672,-0.2740052342414856
stephy_Stress_L1_012.wav,MAGNIFICENTLY,-18.622751235961914,-0.37295785546302795,-15.76611614227295,-8.651885032653809
stephy_Stress_L2_001.wav,THE RIGHT PLACE,-21.093875885009766,-3.42276930809021,-17.615869522094727,-3.6068949699401855
stephy_Stress_L2_003.wav,NOT ME,-13.63076400756836,-0.2488974630832672,-13.394761085510254,-0.20591503381729126
stephy_Stress_L2_005.wav,A GOOD BOY,-17.29265022277832,-0.4016493558883667,-16.960147857666016,-0.17116184532642365
stephy_Stress_L2_006.wav,GOOD MORNING,-16.772706985473633,-2.450794219970703,-14.91603946685791,-0.47036993503570557
stephy_Stress_L2_007.wav,GONE PAST,-20.328187942504883,-0.4732944965362549,-19.85293960571289,-0.4798116087913513
stephy_Stress_L2_008.wav,GONE BACK,-17.083654403686523,-0.6486117839813232,-16.453733444213867,-0.5863097906112671
stephy_Stress_L2_009.wav,TEN MEN,-18.403301239013672,-0.31503069400787354,-18.146175384521484,-0.12201188504695892
stephy_Stress_L3_001.wav,BLACK AND WHITE,-15.5621337890625,-0.6239380240440369,-14.640250205993652,-1.6170908212661743
stephy_Stress_L4_001.wav,IS CALLED,-18.100135803222656,-0.6358650922775269,-17.234682083129883,-1.4011644124984741
stephy_Stress_L4_004.wav,I WAS HERE,-16.915189743041992,-0.39049220085144043,-16.538105010986328,-0.3457935154438019
stephy_Stress_L4_005.wav,SHES HOME,-17.210866928100586,-0.7547122240066528,-15.844320297241211,-2.794161319732666
stephy_Stress_L4_006.wav,SHES AT HOME,-17.15494155883789,-0.8707157373428345,-16.13047218322754,-1.3832261562347412
stephy_Stress_L4_009.wav,V S,-29.215503692626953,-9.500972747802734,-17.84728240966797,-15.725132942199707
sunitha_Stress_L1_003.wav,STATELY,-18.08209991455078,-1.2385658025741577,-17.15554428100586,-0.1985328495502472
sunitha_Stress_L1_008.wav,BEFORE,-15.692667007446289,-0.3309635519981384,-14.765361785888672,-2.3187711238861084
sunitha_Stress_L1_012.wav,MAGNIFICENTLY,-15.911691665649414,-0.2040412425994873,-15.76611614227295,-0.00915491208434105
sunitha_Stress_L2_001.wav,RIGHT PLACE,-20.97241973876953,-0.83198082447052,-20.325010299682617,-0.2167397439479828
sunitha_Stress_L2_003.wav,NOT ME,-14.349090576171875,-1.3363107442855835,-13.394761085510254,-0.0630372166633606
sunitha_Stress_L2_005.wav,GOOD BY,-17.271100997924805,-3.4525344371795654,-13.510296821594238,-4.480103015899658
sunitha_Stress_L2_006.wav,GOOD MORNING,-19.017959594726562,-5.853316307067871,-14.91603946685791,-0.015326477587223053
sunitha_Stress_L2_007.wav,GONE PAST,-21.096111297607422,-0.3945087492465973,-19.85293960571289,-3.2233924865722656
sunitha_Stress_L2_008.wav,GONE BACK,-16.693897247314453,-0.3378940522670746,-16.453733444213867,-0.012128569185733795
sunitha_Stress_L2_009.wav,TEN MEN,-19.77366828918457,-2.1104464530944824,-18.146175384521484,-0.5005987882614136
sunitha_Stress_L3_001.wav,BLACK AND WHITE,-14.854350090026855,-0.3027712106704712,-14.640250205993652,-0.007201536558568478
sunitha_Stress_L4_001.wav,ITS COLD,-14.163290023803711,-0.4716784656047821,-13.758430480957031,-0.2489481419324875
sunitha_Stress_L4_004.wav,WAZIR,-24.169578552246094,-3.657198190689087,-19.400592803955078,-7.3631591796875
sunitha_Stress_L4_005.wav,SHE IS THE HOME,-25.03848648071289,-1.5304919481277466,-22.67005729675293,-4.323615550994873
sunitha_Stress_L4_006.wav,SHE IS AT HOME,-16.440486907958984,-0.4238063395023346,-16.131208419799805,-0.04203781113028526
sunitha_Stress_L4_009.wav,WAS SHE,-18.794784545898438,-5.089639186859131,-14.476106643676758,-2.519765615463257
triesa_Stress_L1_003.wav,STEADILY,-17.30708122253418,-0.11942712962627411,-17.196002960205078,-0.09160055965185165
triesa_Stress_L1_008.wav,BEFORE,-18.631513595581055,-5.195317268371582,-14.765361785888672,-0.7647658586502075
triesa_Stress_L1_012.wav,MAGNIFICENTLY,-32.261688232421875,-2.298400640487671,-23.404170989990234,-24.162120819091797
triesa_Stress_L2_001.wav,RIGHT,-19.501813888549805,-7.408590316772461,-13.371468544006348,-3.147772789001465
triesa_Stress_L2_003.wav,NOT ME,-13.586325645446777,-0.24749991297721863,-13.394761085510254,-0.061045508831739426
triesa_Stress_L2_005.wav,GOOD BOY,-17.7266902923584,-2.441523551940918,-15.985671997070312,-0.10650458931922913
triesa_Stress_L2_006.wav,GOOD MORNING,-16.219314575195312,-1.7028926610946655,-14.91603946685791,-0.37083643674850464
triesa_Stress_L2_007.wav,GONE PAST,-20.169601440429688,-0.27383649349212646,-19.85293960571289,-0.4165933430194855
triesa_Stress_L2_008.wav,GONE BACK,-16.775739669799805,-0.3838760554790497,-16.453733444213867,-0.17763729393482208
triesa_Stress_L2_009.wav,TEN MEN,-18.32185935974121,-0.2388613522052765,-18.146175384521484,-0.028268033638596535
triesa_Stress_L3_001.wav,BLACK AND WHITE,-14.858699798583984,-0.31017738580703735,-14.640250205993652,-0.004422091878950596
triesa_Stress_L4_001.wav,ITS COLD,-16.302562713623047,-1.8024910688400269,-13.758430480957031,-4.274621963500977
triesa_Stress_L4_004.wav,I WAS HERE,-16.833709716796875,-0.40980252623558044,-16.538105010986328,-0.029143333435058594
triesa_Stress_L4_005.wav,SHE IS HOME,-18.532928466796875,-1.093633770942688,-17.119192123413086,-2.1606385707855225
triesa_Stress_L4_006.wav,SHES AT HOME,-16.571598052978516,-0.5326259732246399,-16.13047218322754,-0.22762277722358704
triesa_Stress_L4_009.wav,WHEN SHE,-18.625770568847656,-0.22088226675987244,-18.450237274169922,-0.0697205513715744
venkatt_Stress_L1_003.wav,THIRDLY,-17.26586151123047,-1.083513617515564,-15.999650955200195,-1.6925039291381836
venkatt_Stress_L1_008.wav,BE GOOD,-17.08414649963379,-3.8840742111206055,-13.23461627960205,-3.7689294815063477
venkatt_Stress_L1_012.wav,MAGNIFICENCE,-26.920238494873047,-3.2471601963043213,-14.859023094177246,-32.627349853515625
venkatt_Stress_L2_001.wav,A RIGHT PLACE,-20.19056510925293,-0.3311161398887634,-19.883302688598633,-0.2516062557697296
venkatt_Stress_L2_003.wav,NOT ME,-13.579586029052734,-0.23992367088794708,-13.394761085510254,-0.05625786632299423
venkatt_Stress_L2_005.wav,WOULD I,-19.54135513305664,-5.047939300537109,-14.223949432373047,-5.946162223815918
venkatt_Stress_L2_006.wav,GOOD MORNING,-15.096956253051758,-0.21235761046409607,-14.91603946685791,-0.10755284130573273
venkatt_Stress_L2_007.wav,GOING FAST,-17.628215789794922,-1.734493613243103,-16.115453720092773,-0.9953905344009399
venkatt_Stress_L2_008.wav,GONE BACK,-21.184999465942383,-3.6565310955047607,-16.453733444213867,-7.238980770111084
venkatt_Stress_L2_009.wav,THEN MEN,-17.911733627319336,-0.42274701595306396,-17.457382202148438,-0.5280913710594177
venkatt_Stress_L3_001.wav,BLACK AND WHITE,-17.90252113342285,-2.520673990249634,-14.640250205993652,-4.992661952972412
venkatt_Stress_L4_001.wav,AND,-16.791738510131836,-5.110736846923828,-10.07419490814209,-10.46675968170166
venkatt_Stress_L4_004.wav,I WAS HERE,-21.738109588623047,-5.14932918548584,-16.538105010986328,-5.318241119384766
venkatt_Stress_L4_005.wav,SHE IS ONE,-21.260143280029297,-5.250827312469482,-15.996665954589844,-5.29299783706665
venkatt_Stress_L4_006.wav,SHES AT HOME,-28.27016258239746,-10.536843299865723,-16.13047218322754,-15.87966537475586
venkatt_Stress_L4_009.wav,WILL SHE,-17.852367401123047,-2.898607015609741,-13.881138801574707,-6.47401237487793
venktapa_Stress_L1_003.wav,STEVENS,-24.79562759399414,-6.73148775100708,-14.741168975830078,-17.808059692382812
venktapa_Stress_L1_008.wav,BEFORE,-14.890547752380371,-0.14677157998085022,-14.765361785888672,-0.0748186707496643
venktapa_Stress_L1_012.wav,MAGNIFICENTLY,-17.01870346069336,-0.311773419380188,-15.76611614227295,-3.4478235244750977
venktapa_Stress_L2_001.wav,RIGHT PLACE,-22.28335189819336,-0.8682107329368591,-20.325010299682617,-4.501972675323486
venktapa_Stress_L2_003.wav,NOT ME,-17.206384658813477,-5.187016010284424,-13.394761085510254,-0.6023761630058289
venktapa_Stress_L2_005.wav,GOOD BY,-17.65973663330078,-5.7231855392456055,-13.510296821594238,-0.47736692428588867
venktapa_Stress_L2_006.wav,GOOD MORNING,-15.063251495361328,-0.19648122787475586,-14.91603946685791,-0.032250430434942245
venktapa_Stress_L2_007.wav,GUNPAST,-24.6601505279541,-2.2921152114868164,-21.418169021606445,-5.458337783813477
venktapa_Stress_L2_008.wav,GONE BACK,-16.654966354370117,-0.1922314465045929,-16.453733444213867,-0.2222348004579544
venktapa_Stress_L2_009.wav,THEN MEN,-18.326488494873047,-0.5410683155059814,-17.457382202148438,-1.6345247030258179
venktapa_Stress_L3_001.wav,BLACK AND WHITE,-14.857985496520996,-0.30993008613586426,-14.640250205993652,-0.0026113141793757677
venktapa_Stress_L4_001.wav,IT SCORED,-21.998966217041016,-5.045078754425049,-17.51555061340332,-3.1728649139404297
venktapa_Stress_L4_004.wav,I WAS HERE,-16.846099853515625,-0.4365541934967041,-16.538105010986328,-0.008016195148229599
venktapa_Stress_L4_005.wav,SHE IS HOME,-17.360523223876953,-0.29886266589164734,-17.119192123413086,-0.1070888563990593
venktapa_Stress_L4_006.wav,SHE IS AT HOME,-18.359516143798828,-2.287625551223755,-16.131208419799805,-2.0898897647857666
venktapa_Stress_L4_009.wav,RIKI,-30.77155303955078,-12.648317337036133,-16.25237464904785,-18.88451385498047
vijje_Stress_L1_003.wav,STEADILY,-17.884309768676758,-0.19210025668144226,-17.196002960205078,-1.846121072769165
